"Season","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","ERA-","FIP-"
"2014","BAL","96","66","53","641","162","1461.1","7.23","2.91","0.93",".280","77.0%","43.8%","9.8%","92.9","3.44","","3.96","3.92","12.9","88","101"
"1898","NYG","77","72","1","171","156","1353.2","3.71","3.90","0.14",".291","61.6%","","","","3.44","","3.44","","11.1","97","103"
"1988","OAK","104","58","64","452","162","1489.2","5.94","3.34","0.70",".275","74.5%","","","","3.44","","3.63","","17.6","92","96"
"1963","HOU","66","96","20","394","162","1450.1","5.81","2.35","0.59",".271","68.7%","","","","3.44","","2.89","","18.0","110","93"
"1978","KCR","92","70","33","370","162","1439.0","4.11","2.99","0.68",".261","71.8%","","","","3.44","","3.71","","14.8","91","99"
"1947","CLE","80","74","29","339","157","1402.1","3.79","4.03","0.60",".251","74.1%","","","","3.44","","3.92","","7.4","98","110"
"1903","BRO","70","66","4","162","139","1221.1","3.23","2.78","0.13",".295","60.6%","","","","3.44","","3.15","","11.1","106","102"
"1991","PIT","98","64","51","515","162","1456.2","5.68","2.48","0.72",".283","72.1%","","","","3.44","","3.53","","16.8","95","95"
"1995","ATL","90","54","34","483","144","1291.2","7.57","3.04","0.75",".287","74.0%","","","","3.44","","3.58","","24.2","82","84"
"1960","SFG","79","75","26","370","156","1396.0","5.78","3.30","0.69",".270","71.2%","","","","3.44","","3.39","","15.8","95","97"
"1932","CHC","90","64","7","286","154","1401.0","3.39","2.63","0.44",".278","69.9%","","","","3.44","","3.83","","15.5","90","97"
"1942","BOS","93","59","17","260","152","1358.2","3.31","3.66","0.43",".258","71.1%","","","","3.44","","3.56","","14.3","92","99"
"1988","MIL","87","75","51","414","162","1449.2","5.17","2.71","0.78",".267","73.0%","","","","3.45","","3.69","","17.9","87","95"
"1949","STL","96","58","19","345","157","1407.2","3.87","3.24","0.56",".268","72.1%","","","","3.45","","3.59","","22.4","83","87"
"1971","NYY","81","80","12","351","162","1452.0","4.38","2.62","0.78",".263","71.9%","","","","3.45","","3.53","","11.9","104","104"
"2013","KCR","86","76","52","589","162","1448.1","7.51","2.91","0.96",".290","76.9%","41.8%","10.0%","94.0","3.45","","3.83","3.90","17.5","85","98"
"1899","LOU","75","77","2","177","155","1351.2","1.91","2.15","0.22",".295","60.6%","","","","3.45","","3.54","","15.0","90","97"
"1981","ATL","50","56","24","322","107","968.0","4.38","3.07","0.58",".273","72.3%","","","","3.45","","3.52","","10.8","94","97"
"1983","HOU","85","77","48","423","162","1466.1","5.55","3.50","0.58",".261","70.5%","","","","3.45","","3.58","","12.6","101","102"
"1931","STL","101","53","20","265","154","1384.2","4.07","2.92","0.42",".295","71.7%","","","","3.45","","3.84","","17.2","88","95"
"1943","BOS","68","84","16","295","155","1426.1","3.24","3.88","0.38",".268","72.7%","","","","3.45","","3.57","","10.5","104","106"
"2015","NYM","90","72","50","647","162","1462.2","8.23","2.36","0.94",".288","74.3%","46.3%","10.8%","94.4","3.45","","3.53","3.60","19.0","93","91"
"1963","BAL","86","76","43","410","162","1452.0","5.66","3.14","0.85",".270","74.7%","","","","3.45","","3.56","","12.8","99","102"
"1972","MIL","65","91","32","372","156","1391.2","4.79","3.14","0.75",".262","73.7%","","","","3.45","","3.54","","6.9","113","112"
"1945","NYY","81","71","14","254","152","1355.0","3.15","3.22","0.44",".259","69.4%","","","","3.45","","3.57","","11.8","103","103"
"1922","NYG","93","61","15","291","156","1396.1","2.50","2.53","0.46",".275","68.4%","","","","3.45","","4.00","","11.5","87","102"
"1980","SFG","75","86","35","449","161","1448.1","5.04","3.06","0.57",".285","72.5%","","","","3.46","","3.54","","12.0","100","103"
"2015","LAD","92","70","47","677","162","1445.2","8.69","2.46","0.90",".296","74.7%","50.1%","12.1%","93.8","3.46","","3.41","3.33","19.7","92","89"
"1936","NYG","92","62","22","302","154","1385.2","3.25","2.60","0.49",".286","70.4%","","","","3.46","","4.16","","12.9","88","100"
"1913","CIN","64","89","10","269","156","1380.0","3.40","2.97","0.26",".287","64.2%","","","","3.46","","3.17","","11.0","108","104"
"1885","BRO","53","59","1","114","112","991.2","3.96","1.91","0.25",".282","47.1%","","","","3.46","","2.99","","9.9","106","101"
"1970","NYM","83","79","32","390","162","1459.2","6.56","3.55","0.83",".260","73.6%","","","","3.46","","3.62","","18.0","87","96"
"1921","CIN","70","83","9","248","153","1363.0","2.69","2.01","0.24",".295","66.3%","","","","3.46","","3.56","","15.8","96","95"
"1980","PHI","91","71","40","439","162","1480.0","5.41","3.22","0.53",".282","72.0%","","","","3.46","","3.43","","20.2","94","93"
"1887","CHI","71","50","3","139","127","1126.0","4.08","2.70","0.44",".292","56.5%","","","","3.46","","3.91","","17.4","80","89"
"1961","NYY","109","53","39","364","163","1451.0","5.37","3.36","0.85",".257","74.8%","","","","3.46","","3.79","","14.9","91","98"
"1892","WAS","58","93","3","179","153","1315.1","3.28","3.80","0.27",".279","54.7%","","","","3.46","","3.47","","10.6","105","105"
"1896","CLE","80","48","5","159","135","1195.2","2.53","2.11","0.20",".306","62.1%","","","","3.46","","3.86","","19.4","77","86"
"1938","PIT","86","64","15","296","152","1379.2","3.63","2.82","0.46",".280","69.9%","","","","3.46","","3.78","","15.2","92","96"
"1992","CIN","90","72","55","519","162","1449.2","6.58","2.92","0.68",".286","73.3%","","","","3.46","","3.33","","20.9","97","91"
"1957","BAL","76","76","25","349","154","1408.0","4.90","3.15","0.61",".263","72.6%","","","","3.46","","3.35","","17.9","98","93"
"1959","SFG","83","71","23","359","154","1376.1","5.71","3.27","0.91",".264","74.1%","","","","3.47","","3.75","","14.3","90","99"
"1976","TEX","76","86","15","357","162","1472.0","4.73","2.82","0.65",".281","72.1%","","","","3.47","","3.52","","13.5","99","101"
"1988","PIT","85","75","46","473","160","1440.2","4.94","2.93","0.67",".268","72.6%","","","","3.47","","3.69","","11.7","101","104"
"1931","PHA","107","45","16","235","153","1365.1","3.78","3.01","0.48",".275","69.3%","","","","3.47","","3.99","","19.2","78","93"
"1899","PHI","94","58","2","180","154","1333.1","1.90","2.50","0.11",".284","60.6%","","","","3.47","","3.51","","13.3","93","99"
"1988","STL","76","86","42","495","162","1470.2","5.39","2.97","0.56",".277","71.3%","","","","3.47","","3.40","","15.4","99","98"
"1957","MIL","95","59","24","338","155","1411.0","4.42","3.64","0.79",".266","75.0%","","","","3.47","","3.86","","7.7","97","109"
"1897","NYG","81","48","3","155","136","1187.1","3.46","3.68","0.20",".291","61.9%","","","","3.47","","4.07","","10.7","83","101"
"1889","NYG","83","43","3","144","131","1151.0","4.36","4.09","0.30",".278","58.8%","","","","3.47","","3.90","","11.3","87","99"
"1887","PHI","75","48","1","138","128","1132.2","3.46","2.42","0.38",".290","56.1%","","","","3.47","","3.87","","15.0","84","92"
"1967","ATL","77","85","32","438","162","1454.0","5.34","2.78","0.73",".272","72.1%","","","","3.47","","3.42","","11.8","102","104"
"1891","CHI","82","53","3","161","137","1220.2","3.52","3.50","0.39",".280","59.2%","","","","3.47","","3.63","","11.5","102","102"
"1902","STL","56","78","4","169","140","1227.2","2.93","2.48","0.12",".311","61.6%","","","","3.47","","3.01","","7.5","128","109"
"1980","MON","90","72","36","442","162","1456.2","5.08","2.84","0.62",".283","72.7%","","","","3.48","","3.51","","16.0","97","98"
"1951","NYG","98","59","18","346","157","1412.2","3.98","3.07","0.94",".254","73.4%","","","","3.48","","4.02","","14.2","88","99"
"1996","LAD","90","72","50","545","162","1466.1","7.44","3.28","0.77",".291","73.1%","","","","3.48","","3.80","","20.5","90","91"
"1974","HOU","81","81","18","434","162","1450.2","4.58","3.73","0.52",".275","73.2%","","","","3.48","","3.63","","10.5","100","105"
"1989","MON","81","81","35","449","162","1468.1","6.49","3.18","0.74",".277","73.2%","","","","3.48","","3.51","","15.3","100","98"
"1976","CLE","81","78","46","396","159","1432.0","5.83","3.35","0.50",".288","72.3%","","","","3.48","","3.25","","21.0","100","90"
"1984","SDP","92","70","44","447","162","1460.1","5.00","3.47","0.75",".260","73.4%","","","","3.48","","3.94","","7.7","100","110"
"1970","CAL","86","76","49","476","162","1462.1","5.67","3.44","0.95",".255","75.1%","","","","3.48","","3.98","","8.9","99","107"
"1967","CHC","87","74","28","406","162","1457.0","5.49","2.86","0.88",".265","74.1%","","","","3.48","","3.60","","11.4","99","105"
"1941","PIT","81","73","12","306","156","1374.1","2.68","3.22","0.43",".267","69.5%","","","","3.48","","3.79","","12.8","95","101"
"2011","ATL","89","73","52","672","162","1479.2","8.10","3.17","0.76",".288","75.2%","47.5%","9.2%","92.6","3.49","","3.49","3.54","14.2","92","93"
"2005","STL","100","62","48","598","162","1445.2","6.06","2.76","0.95",".282","75.1%","50.7%","11.6%","","3.49","","4.09","3.98","15.5","84","98"
"1985","KCR","91","71","41","378","162","1461.0","5.21","2.85","0.63",".281","72.2%","","","","3.49","","3.45","","24.8","84","86"
"1974","STL","86","75","20","454","161","1473.1","4.85","3.76","0.59",".274","73.4%","","","","3.49","","3.66","","11.9","95","104"
"2008","TOR","86","76","44","583","162","1446.2","7.37","2.91","0.83",".284","74.8%","46.6%","9.3%","92.5","3.49","","3.81","3.92","22.3","80","87"
"1993","HOU","85","77","42","486","162","1441.1","6.59","2.97","0.73",".284","72.8%","","","","3.49","","3.65","","17.8","91","95"
"1975","KCR","91","71","25","366","162","1456.2","5.04","3.08","0.67",".279","72.3%","","","","3.49","","3.52","","18.1","90","94"
"1960","PIT","95","59","33","360","155","1399.2","5.21","2.48","0.68",".280","72.3%","","","","3.49","","3.19","","20.6","94","89"
"2014","PIT","88","74","48","614","162","1456.1","7.59","3.08","0.79",".290","74.2%","50.5%","10.3%","94.4","3.49","","3.80","3.71","8.2","99","106"
"1984","DET","104","58","51","430","162","1464.0","5.62","3.01","0.80",".269","72.8%","","","","3.49","","3.74","","19.5","89","91"
"1980","OAK","83","79","13","307","162","1471.2","4.70","3.19","0.87",".256","73.9%","","","","3.49","","4.09","","13.7","90","102"
"2014","NYM","79","83","42","651","162","1463.2","8.01","3.13","0.87",".295","75.7%","45.8%","9.9%","93.4","3.49","","3.75","3.70","12.7","100","101"
"1944","WAS","64","90","11","264","154","1381.0","3.28","3.10","0.31",".279","67.6%","","","","3.49","","3.35","","12.5","106","102"
"1991","ATL","94","68","48","507","162","1452.2","6.00","2.98","0.73",".266","70.9%","","","","3.49","","3.63","","17.8","91","95"
"1969","WAS","86","76","41","473","162","1447.1","5.19","4.08","0.84",".260","74.9%","","","","3.49","","4.00","","7.1","99","110"
"1950","PHI","91","63","27","324","157","1406.0","3.97","3.39","0.78",".261","73.3%","","","","3.50","","3.99","","15.9","87","96"
"1898","CIN","92","60","2","184","157","1385.1","1.91","2.92","0.10",".289","63.8%","","","","3.50","","3.46","","14.5","95","99"
"2012","OAK","94","68","47","624","162","1470.0","6.96","2.83","0.90",".279","75.4%","41.7%","9.1%","92.2","3.50","","3.89","4.20","19.5","88","96"
"2021","MIL","95","67","44","695","162","1436.0","10.14","3.37","1.05",".275","74.7%","44.5%","13.3%","93.2","3.50","","3.72","3.75","23.5","82","87"
"1940","BRO","88","65","14","325","156","1433.0","4.01","2.47","0.63",".261","70.9%","","","","3.50","","3.75","","18.0","90","94"
"1998","HOU","102","60","44","501","162","1471.1","7.26","2.84","0.90",".295","76.1%","","","","3.50","","3.86","","18.4","87","95"
"1902","PHI","56","81","3","159","138","1211.0","3.75","2.48","0.09",".311","62.8%","","","","3.50","","2.79","","11.0","127","101"
"1991","TOR","91","71","60","509","162","1462.2","5.97","3.22","0.74",".264","73.3%","","","","3.50","","3.76","","22.7","85","91"
"1891","CLE","65","74","3","166","141","1244.0","2.89","3.37","0.17",".302","52.9%","","","","3.50","","3.41","","14.6","102","95"
"1981","CHW","54","52","23","279","106","940.2","5.06","3.21","0.70",".272","72.1%","","","","3.50","","3.63","","9.4","96","99"
"1993","LAD","81","81","36","508","162","1472.2","6.37","3.47","0.63",".288","72.2%","","","","3.50","","3.71","","18.7","91","94"
"1972","BOS","85","70","25","371","155","1382.2","5.98","3.33","0.66",".281","72.2%","","","","3.50","","3.22","","17.2","107","95"
"1883","LOU","52","45","0","100","98","873.2","2.77","1.13","0.07",".309","49.2%","","","","3.50","","3.12","","9.3","109","97"
"1951","CHW","81","73","14","305","155","1418.1","3.63","3.48","0.69",".261","72.1%","","","","3.50","","3.86","","15.4","86","98"
"2014","SFG","88","74","46","637","162","1449.0","7.52","2.42","0.83",".282","72.7%","45.9%","9.4%","91.7","3.50","","3.58","3.59","9.4","101","102"
"2014","STL","90","72","55","647","162","1448.2","7.59","2.92","0.76",".286","74.4%","45.4%","8.6%","94.1","3.50","","3.65","3.77","15.9","97","100"
"1889","CIN","76","63","8","168","141","1243.0","4.07","3.44","0.25",".296","57.5%","","","","3.50","","3.69","","13.4","90","97"
"1886","NYM","53","82","0","140","137","1186.1","4.24","2.93","0.17",".288","52.1%","","","","3.50","","3.39","","9.8","104","104"
"2014","KCR","89","73","53","613","162","1450.2","7.25","2.73","0.79",".292","73.9%","43.1%","8.2%","94.0","3.51","","3.69","3.88","17.2","89","99"
"1975","SDP","71","91","20","452","162","1463.1","4.39","3.20","0.61",".281","71.4%","","","","3.51","","3.61","","10.9","102","103"
"1976","CIN","102","60","45","436","162","1471.0","4.83","3.00","0.61",".279","72.7%","","","","3.51","","3.49","","14.6","99","100"
"1959","MIL","86","70","18","324","157","1400.2","4.98","2.76","0.82",".278","73.5%","","","","3.51","","3.59","","12.7","98","102"
"1974","KCR","77","85","17","371","162","1471.2","4.47","2.95","0.56",".282","71.3%","","","","3.51","","3.43","","16.3","94","97"
"1974","PIT","88","74","17","391","162","1466.0","4.43","3.33","0.57",".273","71.9%","","","","3.51","","3.60","","15.5","99","99"
"1947","PHA","78","76","15","281","156","1391.1","3.19","3.86","0.55",".257","72.2%","","","","3.51","","3.90","","12.3","95","103"
"1960","NYY","97","57","42","418","155","1398.0","4.58","3.92","0.79",".248","73.1%","","","","3.52","","4.02","","9.1","96","106"
"2005","HOU","89","73","45","597","163","1443.0","7.26","2.74","0.97",".281","75.8%","46.4%","11.3%","","3.52","","3.84","3.75","22.6","83","89"
"1911","WAS","64","90","3","216","154","1353.1","4.18","2.73","0.26",".310","62.1%","","","","3.52","","3.12","","12.8","106","101"
"1965","MIL","86","76","38","428","162","1447.2","6.01","3.36","0.76",".273","73.4%","","","","3.52","","3.47","","12.0","101","103"
"1960","BAL","89","65","22","331","154","1375.2","5.14","3.61","0.77",".258","73.1%","","","","3.52","","3.77","","14.1","96","99"
"1905","BSN","51","103","0","174","156","1383.0","3.47","2.82","0.23",".287","62.1%","","","","3.52","","3.03","","10.9","118","106"
"2016","WSN","95","67","46","670","162","1459.2","9.10","2.89","0.96",".288","75.0%","43.3%","10.9%","93.8","3.52","","3.58","3.82","23.5","83","87"
"1941","CHW","77","77","4","219","156","1416.0","3.58","3.31","0.57",".262","70.6%","","","","3.52","","3.84","","17.8","85","95"
"1964","PIT","80","82","29","436","162","1443.2","5.93","2.97","0.57",".292","71.9%","","","","3.52","","3.17","","17.9","100","94"
"1935","STL","96","58","18","293","154","1384.2","3.91","2.45","0.44",".285","69.8%","","","","3.52","","3.70","","20.5","86","90"
"1966","PIT","92","70","43","447","162","1463.1","5.52","2.85","0.77",".287","73.7%","","","","3.52","","3.46","","14.4","98","99"
"1982","SDP","81","81","41","439","162","1476.0","4.66","3.06","0.85",".254","72.5%","","","","3.52","","3.98","","6.2","102","113"
"1976","BOS","83","79","27","357","162","1458.0","4.15","2.52","0.67",".281","71.5%","","","","3.52","","3.59","","15.7","92","98"
"1963","LAA","70","91","31","476","161","1455.1","5.50","3.57","0.74",".263","72.3%","","","","3.52","","3.63","","10.3","102","105"
"1941","NYY","101","53","26","275","156","1396.1","3.80","3.85","0.52",".262","71.3%","","","","3.53","","3.88","","12.1","90","102"
"1932","BSN","77","77","8","279","155","1414.0","2.80","2.67","0.39",".280","69.2%","","","","3.53","","3.91","","10.3","97","105"
"1889","PHA","75","58","1","146","138","1199.1","3.59","3.82","0.26",".286","55.6%","","","","3.53","","3.93","","9.6","92","105"
"1974","CAL","68","94","12","353","163","1439.0","6.17","4.06","0.63",".281","72.8%","","","","3.53","","3.57","","13.5","104","101"
"1976","SFG","74","88","31","465","162","1461.2","4.59","3.19","0.42",".284","69.1%","","","","3.53","","3.33","","15.0","99","97"
"1947","STL","89","65","20","343","156","1397.2","4.13","3.19","0.68",".279","72.6%","","","","3.53","","3.67","","20.6","85","90"
"1965","PHI","85","76","21","408","162","1468.2","6.56","2.86","0.71",".290","71.8%","","","","3.53","","3.16","","19.5","100","93"
"1952","BRO","96","57","24","351","155","1399.1","4.97","3.50","0.78",".266","74.5%","","","","3.53","","3.64","","14.9","93","97"
"1969","ATL","93","69","42","383","162","1445.0","5.56","2.73","0.90",".262","73.1%","","","","3.53","","3.53","","15.1","95","99"
"1922","CIN","86","68","3","249","156","1385.2","2.32","2.12","0.32",".282","65.5%","","","","3.53","","3.71","","15.6","90","97"
"1996","ATL","96","66","46","570","162","1469.0","7.63","2.76","0.74",".291","71.3%","","","","3.54","","3.50","","29.5","83","80"
